Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,20,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,27,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,7,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,16,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,34,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,19,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,23,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,22,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,25,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,25,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,20,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,7,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,16,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,5,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,13,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,7
